Denominación_social,Domicilio_social,Latitud,Longitud,Fecha_constitución,CNAE,Objeto_social,Tamaño_empresa_por_facturación,Índice_crec_interanual_ventas,Tamaño_empresa_por_empleados,Empleo_fijo,Empleo_temporal,Teléfono,Estado,URL,Metatag_descripción,RRSS,Cotización_en_bolsa,Actividad_internacional,Capital_social,Empleados,Empleados_año,Resultado
Moral Cayuela Aranda Sa,"CALLE PISUERGA, 1",41.65994627,-3.69247775,26/12/1978,"4759 - Comercio al por menor de muebles, aparatos de iluminación y otros artículos de uso doméstico en establecimientos especializados",Franquicia de Merkamueble,"Entre 0,6 y 1,5 millones €","2017: 
2018: 3,26 %
2019: -13,33 %",Entre 5 y 25,"2015: 100,00 %
2016: 85,71 %
2017: 83,33 %
2018: 75,00 %
2019: 100,00 %","2015: 0 %
2016: 14,28 %
2017: 16,66 %
2018: 25,00 %
2019: 0 %",947502958,Activa,http://www.merkamuebleonline.com,"Disfruta de las mejores ofertas del sector del mueble con la garantía de una marca líder. Descúbrenos. Tienda online de muebles - Merkamueble® Web Oficial Disfruta de las mejores ofertas del sector del mueble con la garantía de una marca líder. Descúbrenos. Tienda online de muebles - Merkamueble® Web Oficial merkamueble online merkamueble,tienda muebles,decoracion,tienda de decoracion,Tienda online de muebles - Merkamueble® Web Oficial","https://www.facebook.com/merkamuebleweboficial/, https://www.facebook.com/merkamuebleweboficial/, https://www.facebook.com/merkamuebleweboficial/, https://twitter.com/Merkamuebleofic, https://twitter.com/Merkamuebleofic, https://www.instagram.com/merkamuebleonline/, https://www.instagram.com/merkamuebleonline/, https://www.instagram.com/merkamuebleonline/",NO,No constan,"117.798,37 €",5 (año 2020),2020,Positivo Consultar
Logistica Y Transportes Ribera Del Duero Sl.,"CALLE PICOTE, 13",41.67067931,-3.70553749,18/03/2011,4941 - Transporte de mercancías por carretera,Agencia de transporte. Transporte de mercancías terrestre. Paquetería y envíos urgentes,"Entre 0,6 y 1,5 millones €","2017: 
2018: -18,32 %
2019: 11,71 %",Entre 5 y 25,"2014: 83,33 %
2016: 80,00 %
2017: 100,00 %
2018: 100,00 %
2019: 60,00 %","2014: 16,66 %
2016: 20,00 %
2017: 0 %
2018: 0 %
2019: 40,00 %",947506699,Activa,-,-,-,NO,No constan,14.120 €,5 (año 2019),2019,Negativo Consultar
Norteña De Aplicaciones Y Obras Sl,"GLORIETA ROSALES, 2 - 4ºB",41.66581158,-3.6908459,09/05/2002,4399 - Otras actividades de construcción especializada n.c.o.p.,VENTA Y COMERCIALIZACION DE SERVICIOS Y PUBLICIDAD ORIENTADOS AL COMERCIO ELECTRONICO Y A SERVICIOS DE TELEFONIA. VENTA Y COMERCIALIZACION DE PROGRAMAS INFORMATICOS. REALIZACION DE ACTOS DE COMERCIO EN TODAS LAS FASES DE,"Entre 0,6 y 1,5 millones €","2016: 
2017: 22,22 %
2019: 65,6 %",Entre 5 y 25,"2012: 100,00 %
2013: 0 %
2016: 66,66 %
2019: 80,00 %","2012: 0 %
2013: 100,00 %
2016: 33,33 %
2019: 20,00 %",902400108,Activa,http://www.nortena.es,"- NorteÃ±a, FPO, TPO, PVC, Sika, Sarnafil, Sarnamatic 661, SFS Intec, SF240, Robot de soldadura, Soldadura robotizada de lÃ¡minas, LÃ­neas de Vida, LUX-top, DECK, Invertida, Ajardinada, Poliolefinas, reciclable, ecolÃ³gica, lÃ¡minas ecolÃ³gicas, lÃ¡minas sintÃ©ticas, Losa Filtrante, Losa Filtron, Intemperie, ProtecciÃ³n pesada, Leister, Arquitectura, IngenierÃ­a","https://www.facebook.com/nortenainfo, https://www.instagram.com/nortena_imper/?hl=es, https://www.linkedin.com/company/5070287",NO,No constan,"78.310,3 €",5 (año 2019),2019,Positivo Consultar
Montajes Union Ribereña Sal,"POLIGONO INDUSTRIAL ALLENDE DE DUERO (AVDA. PORTUGAL), S/N - PAR 125",41.670238,-3.711496,08/08/1989,2511 - Fabricación de estructuras metálicas y sus componentes,"SE AMPLIA CON. FABRICACION, MONTAJE DE ESTRUCTURAS METALICAS. PROMOCION, CONSTRUCCION DE EDIFICIOS, ADQUISICION, VENTA, ARRIENDO, CESION Y EXPLOTACION DE BIENES MUEBLES E INMUEBLES. ASESORAMIENTO. HOSTELERIA. PRESTACION","Entre 0,6 y 1,5 millones €","2017: 
2018: 37,55 %
2019: 20,19 %",Entre 5 y 25,"2015: 100,00 %
2016: 100,00 %
2017: 100,00 %
2018: 100,00 %
2019: 100,00 %","2015: 0 %
2016: 0 %
2017: 0 %
2018: 0 %
2019: 0 %",947510590,Activa,-,-,-,NO,No constan,"60.101,21 €",7 (año 2020),2020,Positivo Consultar
Momentos Para Ti Sl.,"CALLE RAFAEL ALBERTI, 1",41.671687,-3.689671,13/05/2015,5610 - Restaurantes y puestos de comidas,La explotación de restaurantes bajo franquicia Mc Donald's,"Entre 0,6 y 1,5 millones €","2017: 
2018: 2,05 %
2019: 6,8 %",Entre 5 y 25,"2015: 88,88 %
2016: 91,66 %
2017: 90,90 %
2018: 90,90 %
2019: 83,33 %","2015: 11,11 %
2016: 8,33 %
2017: 9,09 %
2018: 9,09 %
2019: 16,66 %",-,Activa,-,-,-,NO,No constan,221.600 €,12 (año 2019),2019,Positivo Consultar
Redondo Hermanos Sl,"CALLE SAN FRANCISCO, 26",41.67428782,-3.68580156,10/04/1939,3515 - Producción de energía hidroeléctrica,"PRODUCCION Y DISTRIBUCION DE ENERGIA ELECTRICA. FABRICACION Y COMERCIALIZACION DE HARINAS Y DERIVADOS. PROMOCION Y CONSTRUCCION INMOBILIARIA, POR CUENTA PROPIA Y AJENA. LAS EXPLOTACIONES AGRARIAS.","Entre 0,6 y 1,5 millones €","2017: 
2018: 52,32 %
2019: -12,43 %",Entre 5 y 25,"2015: 100,00 %
2016: 100,00 %
2017: 100,00 %
2018: 100,00 %
2019: 100,00 %","2015: 0 %
2016: 0 %
2017: 0 %
2018: 0 %
2019: 0 %",947501302,Activa,-,-,-,NO,No constan,1.803.060 €,8 (año 2020),2020,Positivo Consultar
Transportes Romeral Sa,"CALLE BURGO DE OSMA, 1 - PLT 1 G",41.6691394,-3.69005878,16/12/1983,4941 - Transporte de mercancías por carretera,Transporte nacional de mercancías no peligrosas por carretera,"Entre 0,6 y 1,5 millones €","2017: 
2018: 3,2 %
2019: -7,06 %",Entre 5 y 25,"2015: 100,00 %
2016: 100,00 %
2017: 100,00 %
2018: 100,00 %
2019: 100,00 %","2015: 0 %
2016: 0 %
2017: 0 %
2018: 0 %
2019: 0 %",947500489,Activa,-,-,-,NO,No constan,"258.435,21 €",9 (año 2020),2020,Positivo Consultar
Panaderia Panaranda Sl,"CARRETERA ESTACION, 43 - 1 A",41.66655946,-3.68937366,01/01/1997,1071 - Fabricación de pan y de productos frescos de panadería y pastelería,"FABRICACION DE PAN DE TODAS CLASES, INCLUIDO EL MOLDE Y TOSTADO. FABRICACION DE BOLLOS, PASTELERIA Y GALLETAS. FABRICACION Y ELABORACION DE MASAS PARA FRITOS CHURROS Y BUNUELOS ETC. LAS ACTIVIDADES CONSTITUTIVAS DEL OBJE","Entre 0,6 y 1,5 millones €","2017: 
2018: 9,33 %
2019: 3,77 %",Entre 5 y 25,"2013: 90,90 %
2016: 83,33 %
2017: 91,66 %
2018: 100,00 %
2019: 75,00 %","2013: 9,09 %
2016: 16,66 %
2017: 8,33 %
2018: 0 %
2019: 25,00 %",947501161,Activa,http://www.panaranda.com,"El mejor pan y la auténtica torta de aceite panadería castellana, panaranda, aranda de duero, pan, torta, torta de aceite, chapata, sobada, hogaza, rustica, magdalenas, harina, panadería, castellana, refrigerado, horno de leña, horno, alimento base, barra",,NO,No constan,"3.005,06 €",12 (año 2019),2019,Positivo Consultar
Neumaticos Madrazo Sl.,"CALLE CONSTANTIN, 73",41.67078043,-3.70723062,27/02/2012,4520 - Mantenimiento y reparación de vehículos de motor,Venta y reparación de neumáticos.,"Entre 0,6 y 1,5 millones €","2017: 
2018: 11,87 %
2019: 7,95 %",Menos de 5,"2015: 66,66 %
2016: 100,00 %
2017: 100,00 %
2018: 75,00 %
2019: 75,00 %","2015: 33,33 %
2016: 0 %
2017: 0 %
2018: 25,00 %
2019: 25,00 %",947516802,Activa,-,-,-,NO,No constan,3.000 €,4 (año 2020),2020,Positivo Consultar
Pescados Pedro Sl,"CALLE PIZARRO, 16",41.67049014,-3.67941936,01/07/1991,"4638 - Comercio al por mayor de pescados, mariscos y otros productos alimenticios",Comercio al por mayor y al por menor de pescados y mariscos.,"Entre 0,6 y 1,5 millones €","2017: 
2018: -10,15 %
2019: -4,52 %",Menos de 5,"2015: 100,00 %
2016: 60,00 %
2017: 66,66 %
2018: 100,00 %
2019: 50,00 %","2015: 0 %
2016: 40,00 %
2017: 33,33 %
2018: 0 %
2019: 50,00 %",947505490,Activa,-,-,-,NO,Importa,"48.080,97 €",4 (año 2020),2020,Positivo Consultar
Viñedos Y Hosteleria Sl,"CALLE ISILLA, 13",41.67125584,-3.68650215,18/01/2001,5510 - Hoteles y alojamientos similares,"LA EXPLOTACION INDUSTRIAL DE LAS ACTIVIDADES DE HOSTELERIA, ASI COMO LA COMERCIALIZACION DE PRODUCTOS DE CONFITERIA, PASTELERIA, PANADERIA Y OBJETOS DE REGALO Y TODO LO RELACIONADO CON LA VITICULTURA, VINICULTURA Y LA PR","Entre 0,6 y 1,5 millones €","2017: 
2018: 3,58 %
2019: 1,01 %",Entre 5 y 25,"2015: 92,30 %
2016: 84,61 %
2017: 78,57 %
2018: 73,33 %
2019: 73,33 %","2015: 7,69 %
2016: 15,38 %
2017: 21,42 %
2018: 26,66 %
2019: 26,66 %",947515978,Activa,-,-,-,NO,No constan,855.000 €,15 (año 2019),2019,Negativo Consultar
Corinca Sl,"CALLE SAN ANTON, 18 - BJ",41.675145,-3.68909,10/01/1992,4669 - Comercio al por mayor de otra maquinaria y equipo,Reparación y venta de maquinaría para hostelería,"Entre 0,6 y 1,5 millones €","2017: 
2018: -2,57 %
2019: 5,52 %",Entre 5 y 25,"2015: 100,00 %
2016: 100,00 %
2017: 88,88 %
2018: 88,88 %
2019: 77,77 %","2015: 0 %
2016: 0 %
2017: 11,11 %
2018: 11,11 %
2019: 22,22 %",947506833,Activa,http://www.corinca.es,En Corinca llevamos más de 30 años trabajando para ofrecer un servicio de calidad y profesional en la venta de productos para hostelería en Aranda de Duero. -,,NO,No constan,"217.689,22 €",8 (año 2020),2020,Positivo Consultar
Florencio Arandilla Sa,"CALLE ISILLA, 14 - BJ",41.6711507,-3.68645021,23/11/1987,5610 - Restaurantes y puestos de comidas,-,"Entre 0,6 y 1,5 millones €","2017: 
2018: -3,78 %
2019: 4,45 %",Entre 5 y 25,"2012: 87,50 %
2013: 80,00 %
2017: 80,00 %
2018: 80,00 %
2019: 90,90 %","2012: 12,50 %
2013: 20,00 %
2017: 20,00 %
2018: 20,00 %
2019: 9,09 %",947500204,Activa,-,-,-,NO,No constan,"126.212,54 €",11 (año 2019),2019,Positivo Consultar
Servicios Funerarios Arandinos Sa,"CARRETERA AGUILERA, S/N",41.731513,-3.772919,11/07/1986,9603 - Pompas fúnebres y actividades relacionadas,Explatacion de tanatorio,"Entre 0,6 y 1,5 millones €","2017: 
2018: -2,95 %
2019: -6,24 %",Entre 5 y 25,"2015: 100,00 %
2016: 100,00 %
2017: 100,00 %
2018: 100,00 %
2019: 83,33 %","2015: 0 %
2016: 0 %
2017: 0 %
2018: 0 %
2019: 16,66 %",947507688,Activa,-,-,-,NO,No constan,"78.131,57 €",6 (año 2020),2020,Positivo Consultar
Genetica El Bardal S.a.,"CARRETERA SALAS DE LOS INFANTES (KM 1,700)",41.675033,-3.689054,10/03/2000,0146 - Explotación de ganado porcino,"LA PRODUCCION Y COMERCIALIZACION DE GANADO Y DE PRODUCTOS AGROPECUARIOS. LA PROMOCION, CONSTRUCCION, GESTION Y COMERCIO DE EXPLOTACIONES GANADERAS Y AGROPECUARIAS.","Entre 0,6 y 1,5 millones €","2017: 
2018: 1,3 %
2019: 11,98 %",Entre 5 y 25,"2015: 0 %
2016: 58,33 %
2017: 90,00 %
2018: 88,88 %
2019: 75,00 %","2015: 100,00 %
2016: 41,66 %
2017: 10,00 %
2018: 11,11 %
2019: 25,00 %",-,Activa,-,-,-,NO,No constan,60.104 €,12 (año 2019),2019,Positivo Consultar
Tiendas Maduro Sl.,"CALLE DUERO, 7 - BJ",41.65824364,-3.69333844,18/03/2016,4778 - Otro comercio al por menor de artículos nuevos en establecimientos especializados,Comercio menor de productos alimenticios frescos y congelados; bebidas alcohólicas y no alcohólicas; artículos de regalo; artículos decorativos; plantas y flores naturales y artificiales y composiciones florales; artículos de papelería y librería; prensa; artículos de textil y cuero; zapatería,"Entre 0,6 y 1,5 millones €","2017: 
2018: 1,11 %
2019: 5,24 %",Entre 5 y 25,"2016: 85,71 %
2017: 87,50 %
2018: 87,50 %
2019: 87,50 %","2016: 14,28 %
2017: 12,50 %
2018: 12,50 %
2019: 12,50 %",947507303,Activa,-,-,-,NO,No constan,144.400 €,8 (año 2019),2019,Positivo Consultar
Angulo Articulos De Regalo Sl,"CARRETERA N-I (MADRID-IRUN, KM 160,900)",41.688046,-3.685553,15/03/1999,2341 - Fabricación de artículos cerámicos de uso doméstico y ornamental,"LA FABRICACION, TRANSFORMACION, ADAPTACION Y ACABADO Y TRAFICO DE ARTICULOS PARA DECORACION, RECUERDO Y TIPICOS.","Entre 0,6 y 1,5 millones €","2017: 
2018: 8,94 %
2019: 0,45 %",Entre 5 y 25,"2015: 58,33 %
2016: 70,00 %
2017: 50,00 %
2018: 50,00 %
2019: 63,63 %","2015: 41,66 %
2016: 30,00 %
2017: 50,00 %
2018: 50,00 %
2019: 36,36 %",947501505,Activa,http://www.angulosl.com,- -,,NO,Importa,140.000 €,11 (año 2019),2019,Positivo Consultar
Tandem Producciones Sl,"CALLE SAN GIL, 23",41.67406528,-3.69335307,12/01/2006,9004 - Gestión de salas de espectáculos,"LA PROMOCION, CONTRATACION, CREACION, EJECUCION Y DESARROLLO DE TODO TIPO DE SERVICIOS Y PRESTACIONES RELACIONADAS CON LA ORGANIZACION Y PLANIFICACION DE TODA CLASE DE ESPECTACULOS FESTIVOS, CULTURALES, ARTISTICOS, MUSIC","Entre 0,6 y 1,5 millones €","2017: 
2018: 15,92 %
2019: 4,75 %",-,Administrador Único:  MANUEL S...,-,947501556,Activa,-,-,-,NO,No constan,3.006 €,-,-,Positivo Consultar
Delatierra Explotaciones Sl.,"CARRETERA PALENCIA, KM 2,8",41.67179731,-3.69192201,29/12/2004,4110 - Promoción inmobiliaria,"LA PROMOCION DE TODA CLASE DE INMUEBLES RUSTICOS Y URBANOS. LA CONSTRUCCION EN GENERAL, EJECUTANDO TODA CLASE DE PROYECTOS Y OBRAS. LA PRESTACION DE SERVICIOS PARA LA CONSTRUCCION EN GENERAL. LA GESTION INTEGRAL DE POLIG","Entre 0,6 y 1,5 millones €","2017: 
2018: 8206,86 %
2019: -95,37 %",Menos de 5,"2015: 100,00 %
2016: 100,00 %
2017: 100,00 %
2019: 50,00 %","2015: 0 %
2016: 0 %
2017: 0 %
2019: 50,00 %",947504600,Activa,-,-,-,NO,No constan,12.000 €,2 (año 2019),2019,Positivo Consultar
Idasa Aranda Sl,"CALLE VALLADOLID, 2",41.668527,-3.69965,05/06/1998,7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico,"LA PRESTACION DE SERVICIOS DE DISENO, CONSULTORIA, IMPLANTACION Y COMERCIALIZACION DE PRODUCTOS INFORMATICOS, INCLUIDO EL DESARROLLO Y COMERCIALIZACION DEL SOFTWARE, ASI COMO, LA REALIZACION DE PROYECTOS Y SERVICIOS TECN","Entre 0,6 y 1,5 millones €","2017: 
2018: 19,93 %
2019: -3,61 %",Entre 5 y 25,"2015: 66,66 %
2016: 80,00 %
2017: 80,00 %
2018: 83,33 %
2019: 62,50 %","2015: 33,33 %
2016: 20,00 %
2017: 20,00 %
2018: 16,66 %
2019: 37,50 %",947512746,Activa,http://www.idasanet.es,"Desarrollo de proyectos de ingeniería de automatismos industriales Software ad hoc, automatismos industriales, progamacion de automatas PLC y SCADAS, ingenieria de seguridad de equipos, desarrollo de aplicaciones, sistemas de medida OEE, OEE TARGET",http://www.linkedin.com/company/idasanet,NO,No constan,"3.606,07 €",8 (año 2019),2019,Positivo Consultar
Automoviles Ro Ga Pa Sl,AVENIDA EXTREMADURA (POL. INDUSTRIAL ALLENDEDUERO),41.664635,-3.723364,26/01/2005,4511 - Venta de automóviles y vehículos de motor ligeros,"Taller de reparación universal y delegados en la zona de Ssangyong, Suzuki, Subaru y Honda.","Entre 0,6 y 1,5 millones €","2017: 
2018: 24,6 %
2019: -12,36 %",Menos de 5,"2015: 80,00 %
2016: 80,00 %
2017: 83,33 %
2018: 100,00 %
2019: 100,00 %","2015: 20,00 %
2016: 20,00 %
2017: 16,66 %
2018: 0 %
2019: 0 %",947513498,Activa,-,-,-,NO,No constan,263.730 €,4 (año 2020),2020,Positivo Consultar
Simon Velasco Hermanos Sl,"TERMINO MUNICIPAL JULIAN (POL. INDUSTRIAL 30), PARC. 181",0,0,30/12/1988,3831 - Separación y clasificación de materiales,"Compraventa de todo tipo de materiales de papel y cartón usados, etc. Compra, venta, arrendamiento y explotación, en cualquier forma, de bienes inmuebles. Tenencia, compra y venta de valores mobiliarios, exceptuándose aquellas actividades propias de las sociedades de inversión colectiva o que estén sujetas a requisitos especiales por la legislación sobre el mercado de valores.","Entre 0,6 y 1,5 millones €","2017: 
2018: 2,81 %
2019: -27,03 %",Entre 5 y 25,"2015: 85,71 %
2016: 85,71 %
2017: 100,00 %
2018: 100,00 %
2019: 100,00 %","2015: 14,28 %
2016: 14,28 %
2017: 0 %
2018: 0 %
2019: 0 %",947500506,Activa,-,-,-,NO,No constan,"60.822,42 €",7 (año 2019),2019,Positivo Consultar
Talleres Electro-sanz Sl,"AVENIDA CASTILLA, 49 - B",41.66544722,-3.69110965,20/12/1994,4520 - Mantenimiento y reparación de vehículos de motor,Explotación y gestión de taller de reparación de vehículos de motor.,"Entre 0,6 y 1,5 millones €","2017: 
2018: 4,75 %
2019: -7,06 %",Entre 5 y 25,"2015: 88,88 %
2016: 87,50 %
2017: 77,77 %
2018: 75,00 %
2019: 75,00 %","2015: 11,11 %
2016: 12,50 %
2017: 22,22 %
2018: 25,00 %
2019: 25,00 %",947513038,Activa,http://www.tallereselectrosanz.es,- -,,NO,No constan,"48.080,97 €",8 (año 2019),2019,Positivo Consultar
Electricidad Esteban Mayor S.l.,"AVENIDA MONTECILLO, PAR 26, NAV 3",41.666354,-3.699786,01/01/1995,4321 - Instalaciones eléctricas,"A) LAS INSTALACIONES ELECTRICAS EN GENERAL, INCLUSO ALUMBRADOS PUBLICOS Y LINEAS AEREAS DE TRANSPORTE DE ENERGIA ELECTRICA TANTO EN ALTA COMO EN BAJA TENSION. B) LA INSTALACIONES DE REDES TELEGRAFICAS, TELEFONICAS, TELEF","Entre 0,6 y 1,5 millones €","2017: 
2018: 1,33 %
2019: 5,24 %",Entre 5 y 25,"2015: 87,50 %
2016: 88,88 %
2017: 100,00 %
2018: 100,00 %
2019: 80,00 %","2015: 12,50 %
2016: 11,11 %
2017: 0 %
2018: 0 %
2019: 20,00 %",947559515,Activa,-,-,-,NO,No constan,"3.606,07 €",10 (año 2019),2019,Positivo Consultar
Multiservicios De La Ribera Sa,"CALLE SALAMANCA (PG IND IND ALLENDE DUERO), 2",41.66570098,-3.71592683,29/04/2004,4511 - Venta de automóviles y vehículos de motor ligeros,"LA ACTIVIDAD DE LA VENTA Y REPARACION DE TODA CLASE DE VEHICULOS Y MAQUINARIA AGRICOLA, RECAMBIOS, REPRESENTACION DE MARCAS, ASI COMO SU COMERCIALIZACION Y DISTRIBUCION","Entre 0,6 y 1,5 millones €","2017: 
2018: 16,67 %
2019: 33,79 %",Entre 5 y 25,"2015: 100,00 %
2016: 66,66 %
2017: 50,00 %
2018: 75,00 %
2019: 66,66 %","2015: 0 %
2016: 33,33 %
2017: 50,00 %
2018: 25,00 %
2019: 33,33 %",947514112,Activa,-,-,-,NO,No constan,150.000 €,6 (año 2019),2019,Positivo Consultar
Lechazos De Aranda Sl,"CALLE SANTIAGO, 25 - PISO 3 B",41.67290562,-3.67662311,29/01/1997,4632 - Comercio al por mayor de carne y productos cárnicos,LA COMPRA Y VENTA DE GANADO. DE CARNES Y SUS DERIVADOS EL TRANSPORTE DE TODO TIPO DE MERCADERIAS POR CARRETERA Y EL SUMINISTRO DE TODO TIPO DE MATERIAS PRIMAS PARA LA HOSTELERIA.,"Entre 0,6 y 1,5 millones €","2017: 
2018: 17,12 %
2019: -1,41 %",Menos de 5,"2015: 100,00 %
2016: 100,00 %
2017: 100,00 %
2018: 100,00 %
2019: 100,00 %","2015: 0 %
2016: 0 %
2017: 0 %
2018: 0 %
2019: 0 %",947514045,Activa,http://www.lechazo.es,"Descúbrelos aquí »  
Experiencias gastronómicas »  
Capital del Lechazo y la Ribera del Duero »   
Conoce todos nuestros atractivos »    

LOCALIZACIÓN DE NUESTROS ASADORES -","https://www.facebook.com/JornadasLechazoArandadeDuero/, https://www.facebook.com/JornadasLechazoArandadeDuero/, https://twitter.com/LechazoAranda, https://twitter.com/LechazoAranda",NO,No constan,"3.005,06 €",1 (año 2019),2019,Positivo Consultar
Gonzalez & Etemadi Sl,"CALLE CARREQUEMADA, 35 - PLT 1 A",41.6718012,-3.68350886,13/02/1996,8623 - Actividades odontológicas,A) LAS ACTIVIDADES PROFESIONALES Y TECNICAS DE UNA CLINICA DENTAL. B) LAS ACTIVIDADES PROFESIONALES Y TECNICAS DE UN LABORATORIO DE PROTESIS. C) LA COMPRA Y VENTA DE TODA CLASE DE BIENES MUEBLES E INMUEBLES.,"Entre 0,6 y 1,5 millones €","2017: 
2018: 12,42 %
2019: -2,45 %",Entre 5 y 25,"2015: 100,00 %
2016: 85,71 %
2017: 85,71 %
2018: 85,71 %
2019: 85,71 %","2015: 0 %
2016: 14,28 %
2017: 14,28 %
2018: 14,28 %
2019: 14,28 %",947511881,Activa,-,-,-,NO,No constan,"3.005,06 €",7 (año 2019),2019,Positivo Consultar
Publicidad Empusa Sl,"CALLE SAN FRANCISCO, 30 - BJ",41.67488576,-3.68582843,30/11/1990,7311 - Agencias de publicidad,Realización de artículos publicitarios de todo tipo.,"Entre 0,6 y 1,5 millones €","2016: 
2018: -14,92 %
2019: 17,23 %",Menos de 5,"2014: 100,00 %
2015: 100,00 %
2016: 100,00 %
2018: 100,00 %
2019: 100,00 %","2014: 0 %
2015: 0 %
2016: 0 %
2018: 0 %
2019: 0 %",947510145,Activa,http://www.publiempusa.com,"DESCORCHADORES  DESCAPSULADOR ENFRIADORES TODO PARA LA PROMOCIÓN EN BODEGA Empresa de articulos de regalo, Empresa de articulos publicitarios, Empresa de articulos promocionales, Empresa de articulos personalizados, Empresa de regalos de empresa, Empresa de regalos, Empresa de regalos publicitarios, Empresa de regalos promocionales, Empresa de regalos personalizados, Empresa de regalos personales, Articulos de publicidad, Articulos de regalo, Articulos publicitarios para empresa, Articulos promocionales para empresa, Regalos personales",,NO,Importa,"6.010,12 €",3 (año 2019),2019,Positivo Consultar
