"Denominación_social";"Domicilio_social";"Latitud";"Longitud";"Fecha_constitución";"CNAE";"Objeto_social";"Tamaño_empresa_por_facturación";"Índice_crec_interanual_ventas";"Tamaño_empresa_por_empleados";"Empleo_fijo";"Empleo_temporal";"Teléfono";"Estado";"URL";"Metatag_descripción";"RRSS";"Cotización_en_bolsa";"Actividad_internacional";"Capital_social";"Empleados";"Empleados_año";"Resultado";"stringasfactor"
"Genetica El Bardal S.a.";"CARRETERA SALAS DE LOS INFANTES (KM 1,700)";41,675033;-3,689054;"10/03/2000";"0146 - Explotación de ganado porcino";"LA PRODUCCION Y COMERCIALIZACION DE GANADO Y DE PRODUCTOS AGROPECUARIOS. LA PROMOCION, CONSTRUCCION, GESTION Y COMERCIO DE EXPLOTACIONES GANADERAS Y AGROPECUARIAS.";"Entre 0,6 y 1,5 millones €";"2016: 
2017: 24,54 %
2018: 1,3 %";"Entre 5 y 25";"2014: 0 %
2015: 0 %
2016: 58,33 %
2017: 90,00 %
2018: 88,88 %";"2014: 100,00 %
2015: 100,00 %
2016: 41,66 %
2017: 10,00 %
2018: 11,11 %";"-";"Activa";"-";"-";"-";"NO";"No constan";"60.104 €";"9 (año 2018)";"2018";"Positivo Consultar";FALSE
"Frescos Vivos Y Cocidos Sl";"AVENIDA CASTILLA, 16 - BJ";41,66815983;-3,69093853;"01/01/1997";"4723 - Comercio al por menor de pescados y mariscos en establecimientos especializados";"COMERCIALIZACION DE TODO TIPO DE PRODUCTOS ALIMENTICIOS.";"Entre 0,6 y 1,5 millones €";"2017: 
2018: -1,01 %
2019: -1,47 %";"Entre 5 y 25";"2015: 75,00 %
2016: 100,00 %
2017: 100,00 %
2018: 100,00 %
2019: 100,00 %";"2015: 25,00 %
2016: 0 %
2017: 0 %
2018: 0 %
2019: 0 %";"947508481";"Activa";"-";"-";"-";"NO";"No constan";"3.005,06 €";"5 (año 2019)";"2019";"Positivo Consultar";FALSE
"Muebles Bocigas Sl";"CALLE BARRIONUEVO, 17 - BAJO";41,67188915;-3,68729497;"17/10/2006";"4759 - Comercio al por menor de muebles, aparatos de iluminación y otros artículos de uso doméstico en establecimientos especializados";"Venta al menor de mobiliario de cocina, electrodomésticos y estudio de decoración.";"Entre 0,6 y 1,5 millones €";"2016: 
2017: 38,1 %
2018: -0,96 %";"Menos de 5";"2014: 75,00 %
2015: 100,00 %
2016: 100,00 %
2017: 100,00 %
2018: 100,00 %";"2014: 25,00 %
2015: 0 %
2016: 0 %
2017: 0 %
2018: 0 %";"947505503";"Activa";"-";"-";"-";"NO";"No constan";"203.680 €";"4 (año 2018)";"2018";"Positivo Consultar";FALSE
"Rodriguez Alonso Aranda Sl.";"PASEO PICASSO, 3 - PISO 2 G";41,65921819;-3,68739868;"07/05/2010";"4711 - Comercio al por menor en establecimientos no especializados, con predominio en productos alimenticios, bebidas y tabaco";"Fabricacion, comercializacion y distribucion de articulos alimenticios, productos lacteos, carnicos, vegetales, bebidas, marisqueria y pescaderia, asi como las actividades accesorias. Comercializacion de productos para la limpieza del hogar. Fabricacion y comercializacion de productos textiles.";"Entre 0,6 y 1,5 millones €";"2016: 
2017: -1,81 %
2018: -8,86 %";"Menos de 5";"2014: 75,00 %
2015: 75,00 %
2016: 100,00 %
2017: 100,00 %
2018: 100,00 %";"2014: 25,00 %
2015: 25,00 %
2016: 0 %
2017: 0 %
2018: 0 %";"-";"Activa";"-";"-";"-";"NO";"No constan";"3.010 €";"3 (año 2018)";"2018";"Positivo Consultar";FALSE
"Talleres Mar-vic Sl";"CALLE VALLADOLID (POL. INDUSTRIAL ALLENDEDUERO), S/N - PARC. 146";41,668553;-3,69979;"11/12/1982";"4520 - Mantenimiento y reparación de vehículos de motor";"LA REPARACION Y VENTA DE MAQUINARIA AGRICOLA. TRACTORES, APEROS DE LABRANZA Y TODO TIPO DE VEHICULOS TANTO INDUSTRIALES COMO COMERCIALES Y LA VENTA DE SUS ACCESORIOS Y COMPLEMENTOS.";"Entre 300 y 600 mil €";"2017: 
2018: 14,11 %
2019: -11,71 %";"Entre 5 y 25";"2015: 100,00 %
2016: 100,00 %
2017: 75,00 %
2018: 75,00 %
2019: 100,00 %";"2015: 0 %
2016: 0 %
2017: 25,00 %
2018: 25,00 %
2019: 0 %";"947503815";"Activa";"-";"-";"-";"NO";"Importa";"15.025,3 €";"5 (año 2019)";"2019";"Positivo Consultar";FALSE
"Electricidad Esteban Mayor S.l.";"AVENIDA MONTECILLO, PAR 26, NAV 3";41,666354;-3,699786;"01/01/1995";"4321 - Instalaciones eléctricas";"A) LAS INSTALACIONES ELECTRICAS EN GENERAL, INCLUSO ALUMBRADOS PUBLICOS Y LINEAS AEREAS DE TRANSPORTE DE ENERGIA ELECTRICA TANTO EN ALTA COMO EN BAJA TENSION. B) LA INSTALACIONES DE REDES TELEGRAFICAS, TELEFONICAS, TELEF";"Entre 0,6 y 1,5 millones €";"2017: 
2018: 1,33 %
2019: 5,24 %";"Entre 5 y 25";"2015: 87,50 %
2016: 88,88 %
2017: 100,00 %
2018: 100,00 %
2019: 80,00 %";"2015: 12,50 %
2016: 11,11 %
2017: 0 %
2018: 0 %
2019: 20,00 %";"947559515";"Activa";"-";"-";"-";"NO";"No constan";"3.606,07 €";"10 (año 2019)";"2019";"Positivo Consultar";FALSE
"Mercam Instalaciones Sl";"CALLE HUESCA (POL INDUSTRIAL ALLENDE DE DUERO), 62";41,66452896;-3,7355415;"10/12/1996";"4321 - Instalaciones eléctricas";"EDIFICACION Y OBRA CIVIL. PREPARACION Y MONTAJE ESTRUCTURAS Y CUBIERTAS, POSTES Y TORRES METALICAS. INSTALAC. Y MONTAJES ACABADOS OBRAS. COMERCIO INDUSTRIAL EXCEPTO MINERIA Y QUIMICA. DE METALES DE DESECHO Y ART. HOGAR Y";"Entre 0,6 y 1,5 millones €";"2017: 
2018: 48,31 %
2019: 1,55 %";"Entre 5 y 25";"2015: 100,00 %
2016: 100,00 %
2017: 100,00 %
2018: 90,90 %
2019: 83,33 %";"2015: 0 %
2016: 0 %
2017: 0 %
2018: 9,09 %
2019: 16,66 %";"947515459";"Activa";"-";"-";"-";"NO";"No constan";"3.005,06 €";"12 (año 2019)";"2019";"Positivo Consultar";FALSE
"Ponciano Hierros Y Metales Sl";"CARRETERA SALAS DE LOS INFANTES (KM 1,900)";41,675033;-3,689054;"12/07/1999";"4672 - Comercio al por mayor de metales y minerales metálicos";"Comercio al por mayor de metales.";"Entre 300 y 600 mil €";"2017: 
2018: -2,76 %
2019: -10,82 %";"Menos de 5";"2015: 50,00 %
2016: 66,66 %
2017: 50,00 %
2018: 50,00 %
2019: 66,66 %";"2015: 50,00 %
2016: 33,33 %
2017: 50,00 %
2018: 50,00 %
2019: 33,33 %";"947500040";"Activa";"http://www.ponciano.com";"Especializados en la venta de hierros y aceros inoxidables; también en carpintería de aluminio  ¡ Consúltenos ! carpinteria de aluminio en burgos, acero inoxidable en burgos, almacen de hierro en burgos, almacen de acero inoxidable en burgos.,venta de hierros Aranda de Duero,Hierros en Aranda de Duero,Acero inoxidable en Aranda de Duero";"";"NO";"Importa y Exporta";"202.342 €";"3 (año 2019)";"2019";"Positivo Consultar";FALSE
"Automotor J R Sl";"CARRETERA N-I (KM 161)";41,688046;-3,685553;"02/09/2009";"4520 - Mantenimiento y reparación de vehículos de motor";"COMERCIO DE VEHICULOS A MOTOR, MAQUINARIA, REMOLQUES Y SEMIREMOLQUES, ASI COMO NEUMATICOS Y SUS ACCESORIOS DE RECAMBIOS Y HERRAMIENTAS. REPARACION Y MANTENIMIENTO DE MAQUINARIA, VEHICULOS A MOTOR, REMOLQUES Y SEMIREMOLQU";"Entre 300 y 600 mil €";"2017: 
2018: 3,1 %
2019: -19,02 %";"Entre 5 y 25";"2009: 50,00 %
2016: 100,00 %
2017: 80,00 %
2018: 83,33 %
2019: 100,00 %";"2009: 50,00 %
2016: 0 %
2017: 20,00 %
2018: 16,66 %
2019: 0 %";"947515055";"Activa";"-";"-";"-";"NO";"No constan";"3.102 €";"5 (año 2019)";"2019";"Positivo Consultar";FALSE
"Construcciones Tecor Aranda S.l.";"AVENIDA CASTILLA, 90 - BJ";41,657355;-3,692463;"21/12/1993";"4121 - Construcción de edificios residenciales";"A) LA CONSTRUCCION COMPLETA. REPARACION Y CONSERVACION DE TODO TIPO DE OBRAS Y EDIFICACIONES. B) LA PRESTACION DE SERVICIOS DE ASISTENCIA Y MANTENIMIENTO INTEGRAL DE VIVIENDAS, COMUNIDADES, LOCALES COMERCIALES, CENTROS P";"Entre 300 y 600 mil €";"2017: 
2018: 37,74 %
2019: -26,77 %";"Menos de 5";"2015: 100,00 %
2016: 100,00 %
2017: 100,00 %
2018: 100,00 %
2019: 75,00 %";"2015: 0 %
2016: 0 %
2017: 0 %
2018: 0 %
2019: 25,00 %";"947501135";"Activa";"-";"-";"-";"NO";"No constan";"3.606,07 €";"4 (año 2019)";"2019";"Positivo Consultar";FALSE
"Renovacion De Interiores Cid Sl";"AVENIDA BURGOS, 22 - BAJO";41,66907693;-3,67924275;"26/02/2009";"4121 - Construcción de edificios residenciales";"Construcción, reparación y conservación de edificios. Venta de materiales para la construcción. Comercio de mobiliario y accesorios para cocinas y baños. Comercio de cerámica. Elaboración de proyectos de reforma y decoraciónpara viviendas. Tráfico sobre bienes inmuebles.";"Entre 0,6 y 1,5 millones €";"2017: 
2018: 5,56 %
2019: -0,8 %";"Entre 5 y 25";"2015: 80,00 %
2016: 100,00 %
2017: 100,00 %
2018: 80,00 %
2019: 100,00 %";"2015: 20,00 %
2016: 0 %
2017: 0 %
2018: 20,00 %
2019: 0 %";"947512757";"Activa";"-";"-";"-";"NO";"No constan";"3.006 €";"5 (año 2019)";"2019";"Positivo Consultar";FALSE
"Like Fit Sl.";"PLAZA JARDINES DE DON DIEGO, 4 - PISO 2 E";41,66995897;-3,68472251;"31/08/2016";"4764 - Comercio al por menor de artículos deportivos en establecimientos especializados";"Comercialización al por menor y mayor de todo tipo de artículos textiles y complementos para la moda de señora, caballero, y niños, así como su importación y exportación, diseño, fabricación e intermedicación. Organización de actividades deportivas";"Entre 300 y 600 mil €";"2017: 
2018: 4,63 %";"Menos de 5";"2017: 0 %
2018: 75,00 %";"2017: 100,00 %
2018: 25,00 %";"-";"Activa";"-";"-";"-";"NO";"No constan";"4.008 €";"4 (año 2018)";"2018";"Positivo Consultar";FALSE
"Almer Aranda Sl.";"AVENIDA BURGOS, 20 - PISO 4 A";41,66951071;-3,67913649;"21/12/2015";"4631 - Comercio al por mayor de frutas y hortalizas";"Venta al por mayor y menor de todo tipo de productos agrícolas y hortícolas, tanto a granel como envasados, de todo tipo de productos derivados de la agricultura, de todo tipo de abonos, cereales, pesticidas, fertilizantes, productos para la agricultura y la ganadería";"Entre 300 y 600 mil €";"2016: 
2017: 32,71 %
2018: -11,32 %";"Menos de 5";"2016: 100,00 %
2017: 100,00 %
2018: 100,00 %";"2016: 0 %
2017: 0 %
2018: 0 %";"-";"Activa";"-";"-";"-";"NO";"No constan";"6.000 €";"2 (año 2018)";"2018";"Positivo Consultar";FALSE
"Recreativos Vilca Sl.";"PLAZA CORAZON DE MARIA, 7 - BJ";41,669337;-3,685779;"02/06/2015";"9329 - Otras actividades recreativas y de entretenimiento";"Explotación de casinos, bingos y salones recreativos, boleras, parques y actividades de hostelería. Explotación, importación, exportación y reparación de máquinas recreativas. Asesoramiento jurídico, contable, económico, técnico, fiscal, laboral y contable. Administración de fincas";"Entre 300 y 600 mil €";"2017: 
2018: -3,07 %
2019: -0,77 %";"Entre 5 y 25";"2017: 100,00 %
2018: 100,00 %
2019: 100,00 %";"2017: 0 %
2018: 0 %
2019: 0 %";"-";"Activa";"-";"-";"-";"NO";"No constan";"3.010 €";"5 (año 2019)";"2019";"Positivo Consultar";FALSE
"Corderos Lechales Galindo Sl";"AVENIDA CASTILLA, 80 - BJ";41,65872178;-3,69229479;"13/01/1994";"4632 - Comercio al por mayor de carne y productos cárnicos";"A) LA COMPRA Y VENTA DE GANADOS, CARNES Y DERIVADOS. B) LA COMPRA, VENTA Y TENENCIA DE TODO TIPO DE BIENES MUEBLES E INMUEBLES.";"Entre 300 y 600 mil €";"2016: 
2017: 14,32 %
2018: -6,28 %";"Menos de 5";"2015: 100,00 %
2016: 100,00 %
2017: 100,00 %
2018: 100,00 %";"2015: 0 %
2016: 0 %
2017: 0 %
2018: 0 %";"947505502";"Activa";"-";"-";"-";"NO";"No constan";"191.436 €";"1 (año 2018)";"2018";"Positivo Consultar";FALSE
"Pesca-aranda Sal";"POLIGONO INDUSTRIAL ALLENDE DE DUERO, 3 - PARC 138";41,670238;-3,711496;"26/02/1993";"4638 - Comercio al por mayor de pescados, mariscos y otros productos alimenticios";"COMERCIO AL POR MAYOR, IMPORTACION, EXPORTACION, MANIPULACION, ELABORACION Y TRANSPORTE DE PESCADOS Y MARISCOS. COMPRA Y VENTA DE BIENES MUEBLES E INMUEBLES.";"Entre 300 y 600 mil €";"2016: 
2017: -4,29 %
2018: -26,05 %";"Menos de 5";"2014: 100,00 %
2015: 100,00 %
2016: 100,00 %
2017: 100,00 %
2018: 100,00 %";"2014: 0 %
2015: 0 %
2016: 0 %
2017: 0 %
2018: 0 %";"947511632";"Activa";"-";"-";"-";"NO";"No constan";"194.727,92 €";"2 (año 2018)";"2018";"Negativo Consultar";FALSE
"Auto Desguace Transmovil Sl";"CALLE PICOTE (POL. IND. ALLENDE DUERO.), 22";41,66978512;-3,70533427;"02/08/1996";"4941 - Transporte de mercancías por carretera";"COMERCIO CHATARRA Y OTROS RESIDUOS Y DESECHOS DE HIERRO PROCEDENTES DE MAQUINAS Y VEHICULOS EN DESUSO. VENTA ELEMENTOS PROCEDENTES DE DERRIBOS O DESGUACE DE AUTOMOV. Y SU REPARAC. TRANSP. MERCANCIAS COMPRAV. BIENES MUEBL";"Entre 0,6 y 1,5 millones €";"2017: 
2018: 3,57 %
2019: 5,66 %";"Entre 5 y 25";"2015: 83,33 %
2016: 100,00 %
2017: 100,00 %
2018: 100,00 %
2019: 100,00 %";"2015: 16,66 %
2016: 0 %
2017: 0 %
2018: 0 %
2019: 0 %";"947511247";"Activa";"-";"-";"-";"NO";"No constan";"15.025,3 €";"6 (año 2019)";"2019";"Positivo Consultar";FALSE
"Altos De Fuentelcesped Sl.";"CALLE BEJAR, 1";41,67048394;-3,68855829;"31/07/2012";"0121 - Cultivo de la vid";"La elaboración, crianza y comercialización de vinos de todas las clases. Exportación e importación de vinos y bebidas de todas las clases. Compraventa de vinos y bebidas de todas las clases. Explotación de viñedos. Prestaciónde servicios agrícolas a terceros con o sin aportación de maquinaria";"Entre 300 y 600 mil €";"2016: 
2017: -24,77 %
2018: 74,65 %";"-";"Administrador Mancomunado:  ALFREDO R...
 MIGUEL G...:  ALFREDO R...";"Administrador Mancomunado: Administrador Mancomunado
 MIGUEL G...: Administrador Mancomunado";"-";"Activa";"-";"-";"-";"NO";"No constan";"93.000 €";"-";"-";"Positivo Consultar";FALSE
"Panaderia Sanz Sl";"CALLE SAN ANTONIO, 43";41,67298705;-3,68685236;"08/01/1993";"1071 - Fabricación de pan y de productos frescos de panadería y pastelería";"FABRICACION Y COMERCIALIZACION DE PAN Y PASTELERIA. COMPRA Y VENTA DE TODO TIPO DE BIENES MUEBLES E INMUEBLES.";"Entre 300 y 600 mil €";"2016: 
2017: -2,65 %
2018: 9,67 %";"Entre 5 y 25";"2014: 50,00 %
2015: 71,42 %
2016: 83,33 %
2017: 85,71 %
2018: 75,00 %";"2014: 50,00 %
2015: 28,57 %
2016: 16,66 %
2017: 14,28 %
2018: 25,00 %";"947512435";"Activa";"-";"-";"-";"NO";"No constan";"31.252,63 €";"8 (año 2018)";"2018";"Positivo Consultar";FALSE
"Sidregelina Sl.";"CALLE PEÑARANDA (KM 4)";41,6715232;-3,67525356;"24/04/2015";"5610 - Restaurantes y puestos de comidas";"La explotación y administración comercial en su más amplio sentido y en todas sus múltiples y distintas operaciones de mesones, cafeterías, restaurantes, autoservicios y bares, cualesquiera que sea su clasificación reglamentaria y todo ditpo de actividades relacionadas con el sector de la hostelería";"Entre 300 y 600 mil €";"2017: 
2018: 100,08 %
2019: -15,25 %";"Entre 5 y 25";"2015: 100,00 %
2016: 100,00 %
2017: 81,81 %
2018: 90,00 %
2019: 62,50 %";"2015: 0 %
2016: 0 %
2017: 18,18 %
2018: 10,00 %
2019: 37,50 %";"-";"Activa";"-";"-";"-";"NO";"No constan";"3.100 €";"8 (año 2019)";"2019";"Positivo Consultar";FALSE
"Marmoles Pelegrin Sa";"CARRETERA AGUILERA (KM 1)";41,731513;-3,772919;"03/02/1984";"2370 - Corte, tallado y acabado de la piedra";"Elaboracion de marmoles, piedras y granitos naturales. Compra, venta, mantenimiento, transporte, importacion y exportacion de cualquier material de construccion. Realizacion de proyectos para cualquier actividad industrial. Promocion y venta de edificaciones. Adquisicion y explotacion de fincas.";"Entre 300 y 600 mil €";"2017: 
2018: 12,31 %
2019: -7,98 %";"Entre 5 y 25";"2015: 100,00 %
2016: 100,00 %
2017: 100,00 %
2018: 100,00 %
2019: 100,00 %";"2015: 0 %
2016: 0 %
2017: 0 %
2018: 0 %
2019: 0 %";"947501285";"Activa";"http://www.marmolespelegrin.com";"- -";"";"NO";"No constan";"200.133 €";"8 (año 2019)";"2019";"Positivo Consultar";FALSE
"Socotex Sl";"CARRETERA SORIA, 603 - KM. 5 CL";41,648214;-3,674199;"17/12/1990";"1623 - Fabricación de otras estructuras de madera y piezas de carpintería y ebanistería para la construcción";"fabricación y montaje de todo tipo de construcciones en madera laminada (naves industriales y ganaderas, polideportivos, casas, bodegas, porches, cenadores...)";"Menor de 300 mil €";"2017: 
2018: 6,13 %
2019: -61,55 %";"Menos de 5";"2015: 100,00 %
2016: 66,66 %
2017: 66,66 %
2018: 100,00 %
2019: 66,66 %";"2015: 0 %
2016: 33,33 %
2017: 33,33 %
2018: 0 %
2019: 33,33 %";"947512574";"Activa";"http://www.socotex.es";"SOCOTEX empresa con mas de 25 años de experiencia en la construcción con madera laminada combinada con otros materiales  socotex, cabañas, restaurantes, salones, naves ganaderas, picaderos de caballo, casas, cubiertas, porches, cenadores, pergolas, madera laminada";"https://www.facebook.com/Socotex-250568668360458/";"NO";"No constan";"443.246,33 €";"3 (año 2019)";"2019";"Positivo Consultar";FALSE
"Agencia De Seguros Fernando Casado Sl";"PLAZA CORAZON DE MARIA, 7";41,669337;-3,685779;"26/04/1995";"6622 - Actividades de agentes y corredores de seguros";"AGENCIA DE SEGUROS ACTIVIDAD MERCANTIL DE PRODUCC.DE SEGUROS PRIVADOS, PROMOC.MEDIAC ASESORAMIENTO PREPARATORIO DE FORMALIZAC.DE CONTRATOS DE SEGUROS, ASISTENCIA AL TOMADOR DEL SEGURO, ASEGURADO O BENEFICIARIO, EXCLUI.CO";"Entre 300 y 600 mil €";"2016: 
2017: 6,13 %
2018: 1,98 %";"Entre 5 y 25";"2014: 100,00 %
2015: 100,00 %
2016: 100,00 %
2017: 100,00 %
2018: 83,33 %";"2014: 0 %
2015: 0 %
2016: 0 %
2017: 0 %
2018: 16,66 %";"947507164";"Activa";"-";"-";"-";"NO";"No constan";"6.250,53 €";"6 (año 2018)";"2018";"Positivo Consultar";FALSE
